:START_ID(Document),:END_ID(Location),:TYPE
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-07-14,Jameatris,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-05-09,Attendees,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-05-09,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-05-09,Concerns,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-05-09,Inclusion,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-05-09,Laila,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-05-09,Qiang,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-02-09,Qiang,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-02-09,Rm,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2019-10-08,Jameatris Rimkus,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2019-10-08,Megan,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2021-09-02,DC,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-03-08,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-03-08,Heather,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-03-08,Qiang,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-12-16,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-12-16,Jameatris,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-12-16,Sower,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-12-13,Urbana,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-06-12,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-06-12,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-09-08,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-09-08,Jameatris,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-09-08,Kathryn,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-09-08,Spence,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-02-13,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-02-13,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-02-13,Kenya,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-02-13,Senegal,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-02-13,Zimbabwe,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2019-04-09,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2019-04-09,Laila,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-09-12,Attendees,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2019-09-10,Jameatris,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2019-09-10,Jameatris Rimkus,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-12-08,Merinda,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-04-11,Attendees,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-04-11,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-04-11,Qiang,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2016-07-12,Nisha,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-03-13,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2021-12-07,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-01-04,Jameatris,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-01-04,San Francisco,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-02-14,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-09-08,Rm,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-01-09,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-01-09,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-01-09,Laila,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2021-10-05_1,Microaggressions,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-11-13,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-11-13,Chile,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-11-13,Ecuador,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-07-11,Illinois,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-07-11,Laila,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-11-14,Laila,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2017-12-12,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-05-10,Cindy,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-05-10,Lori,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-05-10,MJ,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2020-11-18,Jameatris,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-10-09,Atoma Batoma,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2018-10-09,Inclusion,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-10-13,Braille,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-10-13,Illinois,MENTIONS
Diversity Committee__Minutes__Diversity Committee_Minutes_2015-10-13,n’t,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-10-21,Jameatris,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-12-16,Jameatris,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-12-16,Sower,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2019-10-08,Megan,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2021-09-02,DC,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-07-14,Cindy,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-07-14,Jameatris,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-09-08,Jameatris,MENTIONS
Diversity Committee__Agendas__Diversity Committee_Agendas_2020-11-18,Jameatris,MENTIONS
Administrative Council__Related Documents__Memo_-_Recommendations_from_Reproduction_and_Fees_Review_Group_-_2016,Urbana,MENTIONS
Administrative Council__Related Documents__Circulation workstation authentication discussion,Becky,MENTIONS
Administrative Council__Related Documents__Circulation workstation authentication discussion,Carissa,MENTIONS
Administrative Council__Related Documents__Circulation workstation authentication discussion,Undergrad,MENTIONS
Administrative Council__Related Documents__Patron Conduct Policy,IL,MENTIONS
Administrative Council__Related Documents__Patron Conduct Policy,Libraries,MENTIONS
Administrative Council__Related Documents__Patron Conduct Policy,Library,MENTIONS
Administrative Council__Related Documents__Patron Conduct Policy,Revised,MENTIONS
Administrative Council__Related Documents__Patron Conduct Policy,Urbana,MENTIONS
Administrative Council__Related Documents__Patron Conduct Policy,http://cam.illinois.edu/viii/VIII-22.htm,MENTIONS
Administrative Council__Related Documents__Google Project Update,Followup,MENTIONS
Administrative Council__Related Documents__Google Project Update,MARC,MENTIONS
Administrative Council__Related Documents__Google Project Update,Michigan,MENTIONS
Administrative Council__Related Documents__Privacy Policies Appendix 1,the United States,MENTIONS
Administrative Council__Related Documents__Call_slip_document,Maiilt,MENTIONS
Administrative Council__Related Documents__Faculty and Academic Professional Staff Technology Allocation Program,Urbana,MENTIONS
Administrative Council__Related Documents__InternationalCD,US,MENTIONS
Administrative Council__Related Documents__REVISION OF UNIT ANNUAL REPORTS,Microfiche,MENTIONS
Administrative Council__Related Documents__SSDVision,Criteria,MENTIONS
Administrative Council__Related Documents__Grantspolicy,P.I.,MENTIONS
Administrative Council__Related Documents__Plan for Locating the Media Collection in Open Stacks,Libraries,MENTIONS
Administrative Council__Related Documents__Final Report of the Privacy Policies Working Group,the United States,MENTIONS
Administrative Council__Related Documents__Two_Factor_Authentication_x2FAx,Facilities,MENTIONS
Administrative Council__Related Documents__UIUC Library Withdrawal Policy and Procedure,Illinois,MENTIONS
Administrative Council__Related Documents__UIUC Library Withdrawal Policy and Procedure,the State of Illinois,MENTIONS
Administrative Council__Related Documents__University of Illinois Library Special Collections Division,Illinois,MENTIONS
Administrative Council__Related Documents__PrivacyPoliciesImpl_Final_Report_2016-2,Illinois,MENTIONS
Administrative Council__Related Documents__PrivacyPoliciesImpl_Final_Report_2016-2,US,MENTIONS
Administrative Council__Related Documents__Gatewayclickthroughs,Credo,MENTIONS
Administrative Council__Related Documents__OVERSIGHT OF AWARDS,Illinois,MENTIONS
Administrative Council__Related Documents__OVERSIGHT OF AWARDS,Libraries,MENTIONS
Administrative Council__Related Documents__OVERSIGHT OF AWARDS,P.I.,MENTIONS
Administrative Council__Related Documents__Library Energy Conservation Working Group Report copy,Illinois,MENTIONS
Administrative Council__Related Documents__Consistency in Opening and Closing Hours,Africana,MENTIONS
Administrative Council__Related Documents__Consistency in Opening and Closing Hours,Main,MENTIONS
Administrative Council__Related Documents__Consistency in Opening and Closing Hours,Music,MENTIONS
Administrative Council__Related Documents__Selecting Library Materials for High Density Storage,Oak St.,MENTIONS
Administrative Council__Related Documents__New Service Models for Area Studies,Africana,MENTIONS
Administrative Council__Related Documents__Oak_Street_Staffing_Proposal,Bookstacks,MENTIONS
Administrative Council__Related Documents__Oak_Street_Staffing_Proposal,Circulation,MENTIONS
Administrative Council__Related Documents__Oak_Street_Staffing_Proposal,DEPARTMENTAL,MENTIONS
Administrative Council__Related Documents__Oak_Street_Staffing_Proposal,Hort,MENTIONS
Administrative Council__Related Documents__Oak_Street_Staffing_Proposal,Librarians,MENTIONS
Administrative Council__Related Documents__Oak_Street_Staffing_Proposal,Paris,MENTIONS
Administrative Council__Related Documents__Photography_and_Recording_on_the_fly_permission__2016June14,www.library.illinois.edu/administration/services/policies/permission_film.html,MENTIONS
Administrative Council__Related Documents__Library Energy Conservation Working Group Report,Illinois,MENTIONS
Administrative Council__Related Documents__unified_reproduction_fees_Final_2016,U.S.,MENTIONS
Administrative Council__Related Documents__Summary of the Life Sciences Division Service Model Discussions,Libraries,MENTIONS
Administrative Council__Related Documents__Collections-Establishing_Salvage_Priorities,Boston,MENTIONS
Administrative Council__Related Documents__Collections-Establishing_Salvage_Priorities,MA,MENTIONS
Administrative Council__Related Documents__Collections-Establishing_Salvage_Priorities,Memphis,MENTIONS
Administrative Council__Related Documents__Collections-Establishing_Salvage_Priorities,North America,MENTIONS
Administrative Council__Related Documents__Collections-Establishing_Salvage_Priorities,San Francisco,MENTIONS
Administrative Council__Related Documents__GiftBanPolicy,Ethics Commissionsfor,MENTIONS
Administrative Council__Related Documents__GiftBanPolicy,Illinois,MENTIONS
Administrative Council__Related Documents__Selecting Library Materials for High Density Storage copy,Oak St.,MENTIONS
Administrative Council__Related Documents__Photography_and_Recording_commercial_permission__2016June14,www.library.illinois.edu/administration/services/policies/permission_film.html,MENTIONS
Administrative Council__Related Documents__AreaStudies,Africana,MENTIONS
Administrative Council__Related Documents__AreaStudies,US,MENTIONS
Administrative Council__Related Documents__AreaStudies,the Mortenson Center,MENTIONS
Administrative Council__Related Documents__Recommendation for the Handling of Incoming Library Materials,Africana,MENTIONS
Administrative Council__Related Documents__OSRA,Bookstacks,MENTIONS
Administrative Council__Related Documents__OSRA,Circulation,MENTIONS
Administrative Council__Related Documents__OSRA,DEPARTMENTAL,MENTIONS
Administrative Council__Related Documents__OSRA,Hort,MENTIONS
Administrative Council__Related Documents__OSRA,Librarians,MENTIONS
Administrative Council__Related Documents__OSRA,Paris,MENTIONS
Administrative Council__Related Documents__GA Performance Evaluation,Urbana,MENTIONS
Administrative Council__Related Documents__WebJunction,Illinois,MENTIONS
Administrative Council__Related Documents__WebJunction,Library,MENTIONS
Administrative Council__Related Documents__OVERSIGHT OF AWARDS copy,Illinois,MENTIONS
Administrative Council__Related Documents__OVERSIGHT OF AWARDS copy,Libraries,MENTIONS
Administrative Council__Related Documents__OVERSIGHT OF AWARDS copy,P.I.,MENTIONS
Administrative Council__Related Documents__Photography_and_Recording_in_Library_Facilities_Policy_Ver_2016June14,Library,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Berkeley,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,California,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Chicago,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,I3,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Illinois,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Main,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Michigan,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Reference,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,Research,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,U.S.,MENTIONS
Administrative Council__Related Documents__Library_Plan_2006_Final,UC,MENTIONS
Administrative Council__Related Documents__UIUC Library Vision by the Technical Services Division,Champaign County,MENTIONS
Administrative Council__Related Documents__2013-07-15-The_CIC_SPR_-_cooperative_response_to_local_needs,Illinois,MENTIONS
Administrative Council__Related Documents__2013-07-15-The_CIC_SPR_-_cooperative_response_to_local_needs,Oak St,MENTIONS
Administrative Council__Related Documents__2013-07-15-The_CIC_SPR_-_cooperative_response_to_local_needs,Oak Street,MENTIONS
Administrative Council__Related Documents__Registered Student Organizations,Main,MENTIONS
Administrative Council__Related Documents__Registered Student Organizations,the Illini Union,MENTIONS
Administrative Council__Related Documents__PSED Contributions to the New Service Model,PSED,MENTIONS
Administrative Council__Related Documents__Closures_and_Service_Interruptions_DraftMay_22,AUL,MENTIONS
Administrative Council__Related Documents__FW_-IFSI-Library-and-UI-Main-Library-Website-Reorganization-RE_-library-website,Illinois,MENTIONS
Administrative Council__Related Documents__CAMELS Team Summary Report,DD,MENTIONS
Administrative Council__Related Documents__CAMELS Team Summary Report,weekends,MENTIONS
Administrative Council__Related Documents__Library Collaboration with RSOs,Michigan,MENTIONS
Administrative Council__Related Documents__Acceptable Use of Library Technologies,Illinois,MENTIONS
Administrative Council__Related Documents__Acceptable Use of Library Technologies,Libraries,MENTIONS
Administrative Council__Related Documents__Acceptable Use of Library Technologies,U.S.,MENTIONS
Administrative Council__Related Documents__Results of the Discussions of the Hours Working Group,Africana,MENTIONS
Administrative Council__Related Documents__Results of the Discussions of the Hours Working Group,Vet,MENTIONS
Administrative Council__Related Documents__EquipmentLoanAgreement,Urbana,MENTIONS
Administrative Council__Related Documents__Guidelines-Final_2016,U.S.,MENTIONS
